TimeStmp,DC Input Power to Inverter,MPP Power current,Output Power to Grid,,TimeStmp,DC Input Power,MPP Power slow ramp,Output Power to Grid,,,TimeStmp,DC Input Power to Inverter,MPP Power voltage,Output Power to Grid
,,,,,2063,236.38,239.2406968,219.46,,,,,,
,,,,,2063.5,236.46,239.3000451,219.53,,,,,,
,,,,,2064,236.54,239.3592777,219.59,,,,,,
,,,,,2064.5,236.61,239.4183872,219.63,,,,,,
,,,,,2065,236.66,239.4777443,219.67,,,,,,
,,,,,2065.5,236.71,239.536873,219.71,,,,,,
,,,,,2066,236.75,239.5961622,219.76,,,,,,
,,,,,2066.5,236.75,239.6554156,219.79,,,,,,
,,,,,2067,236.79,239.7145062,219.86,,,,,,
,,,,,2067.5,236.84,239.7738436,219.91,,,,,,
,,,,,2068,236.91,239.8331248,219.97,,,,,,
,,,,,2068.5,236.97,239.8922887,219.97,,,,,,
,,,,,2069,237.02,239.9515629,220.03,,,,,,
,,,,,2069.5,237.12,240.0107403,220.08,,,,,,
,,,,,2070,237.17,240.0700841,220.14,,,,,,
,,,,,2070.5,237.23,240.1292545,220.2,,,,,,
,,,,,2071,237.29,240.1884244,220.25,,,,,,
,,,,,2071.5,237.37,240.2477858,220.35,,,,,,
,,,,,2072,237.45,240.3069181,220.42,,,,,,
,,,,,2072.5,237.51,240.3662022,220.46,,,,,,
,,,,,2073,237.57,240.4253936,220.51,,,,,,
,,,,,2073.5,237.62,240.4845695,220.56,,,,,,
,,,,,2074,237.64,240.5438861,220.57,,,,,,
,,,,,2074.5,237.69,240.6030395,220.59,,,,,,
,,,,,2075,237.65,240.6623295,220.54,,,,,,
,,,,,2075.5,237.68,240.7216083,220.5,,,,,,
,,,,,2076,237.65,240.7807239,220.49,,,,,,
,,,,,2076.5,237.64,240.8400618,220.49,,,,,,
,,,,,2077,237.61,240.8992366,220.47,,,,,,
,,,,,2077.5,237.57,240.9585324,220.44,,,,,,
,,,,,2078,237.52,241.0177664,220.4,,,,,,
,,,,,2078.5,237.47,241.0768371,220.36,,,,,,
,,,,,2079,237.42,241.1362471,220.31,,,,,,
,,,,,2079.5,237.36,241.195377,220.23,,,,,,
,,,,,2080,237.44,241.2546785,220.31,,,,,,
,,,,,2080.5,237.54,241.313934,220.39,,,,,,
,,,,,2081,237.62,241.3730261,220.45,,,,,,
,,,,,2081.5,237.71,241.4324418,220.54,,,,,,
,,,,,2082,237.81,241.4915932,220.63,,,,,,
,,,,,2082.5,237.97,241.5508339,220.77,,,,,,
,,,,,2083,238.14,241.6101111,220.93,,,,,,
,,,,,2083.5,238.32,241.6692611,221.11,,,,,,
,,,,,2084,238.52,241.728616,221.3,,,,,,
,,,,,2084.5,238.71,241.7877891,221.53,,,,,,
,,,,,2085,238.84,241.8469686,221.65,,,,,,
,,,,,2085.5,238.97,241.9062676,221.76,,,,,,
,,,,,2086,239.08,241.9654029,221.87,,,,,,
,,,,,2086.5,239.18,242.0246967,221.95,,,,,,
,,,,,2087,239.28,242.083958,222.04,,,,,,
,,,,,2087.5,239.35,242.1431426,222.09,,,,,,
,,,,,2088,239.41,242.2024636,222.14,,,,,,
,,,,,2088.5,239.47,242.2616208,222.18,,,,,,
,,,,,2089,239.54,242.320853,222.23,,,,,,
,,,,,2089.5,239.6,242.3801364,222.32,,,,,,
,,,,,2090,239.64,242.4392593,222.35,,,,,,
,,,,,2090.5,239.66,242.4986024,222.37,,,,,,
,,,,,2091,239.68,242.5577816,222.39,,,,,,
,,,,,2091.5,239.73,242.6170187,222.43,,,,,,
,,,,,2092,239.73,242.6763243,222.48,,,,,,
,,,,,2092.5,239.77,242.7353325,222.57,,,,,,
,,,,,2093,239.82,242.7946838,222.62,,,,,,
,,,,,2093.5,239.88,242.8539519,222.68,,,,,,
,,,,,2094,239.93,242.9131936,222.68,,,,,,
,,,,,2094.5,239.99,242.9724549,222.74,,,,,,
,,,,,2095,240.05,243.0316188,222.8,,,,,,
,,,,,2095.5,240.12,243.090908,222.87,,,,,,
,,,,,2096,240.2,243.1501317,222.95,,,,,,
,,,,,2096.5,240.28,243.2093111,223.02,,,,,,
,,,,,2097,240.34,243.2685948,223.06,,,,,,
,,,,,2097.5,240.41,243.3277811,223.13,,,,,,
,,,,,2098,240.47,243.3870747,223.21,,,,,,
,,,,,2098.5,240.53,243.4462905,223.26,,,,,,
,,,,,2099,240.6,243.5054742,223.31,,,,,,
,,,,,2099.5,240.65,243.5648473,223.35,,,,,,
,,,,,2100,240.69,243.6239893,223.4,,,,,,
,,,,,2100.5,240.75,243.6832203,223.43,,,,,,
,,,,,2101,240.8,243.7424892,223.48,,,,,,
,,,,,2101.5,240.85,243.80161,223.52,,,,,,
,,,,,2102,240.88,243.860939,223.55,,,,,,
,,,,,2102.5,240.88,243.9201035,223.55,,,,,,
,,,,,2103,240.89,243.9794056,223.58,,,,,,
,,,,,2103.5,240.95,244.0386303,223.6,,,,,,
,,,,,2104,240.99,244.0977574,223.62,,,,,,
,,,,,2104.5,241.04,244.1571068,223.67,,,,,,
,,,,,2105,241.1,244.2162942,223.7,,,,,,
,,,,,2105.5,241.17,244.2756002,223.76,,,,,,
,,,,,2106,241.25,244.3348478,223.85,,,,,,
,,,,,2106.5,241.34,244.3939307,223.93,,,,,,
,,,,,2107,241.43,244.453284,224.02,,,,,,
,,,,,2107.5,241.53,244.5124943,224.12,,,,,,
,,,,,2108,241.61,244.5716698,224.2,,,,,,
,,,,,2108.5,241.73,244.6309404,224.28,,,,,,
,,,,,2109,241.79,244.6901134,224.36,,,,,,
,,,,,2109.5,241.83,244.7494705,224.4,,,,,,
,,,,,2110,241.88,244.8087039,224.45,,,,,,
,,,,,2110.5,241.91,244.8678156,224.5,,,,,,
,,,,,2111,241.95,244.9271767,224.52,,,,,,
,,,,,2111.5,241.99,244.9863056,224.56,,,,,,
,,,,,2112,242.04,245.045599,224.61,,,,,,
,,,,,2112.5,242.09,245.1048556,224.66,,,,,,
,,,,,2113,242.16,245.1639706,224.7,,,,,,
,,,,,2113.5,242.23,245.2233551,224.75,,,,,,
,,,,,2114,242.3,245.2824399,224.84,,,,,,
,,,,,2114.5,242.38,245.3417366,224.91,,,,,,
,,,,,2115,242.46,245.4010167,224.97,,,,,,
,,,,,2115.5,242.52,245.4600642,225.04,,,,,,
,,,,,2116,242.55,245.5194754,225.08,,,,,,
,,,,,2116.5,242.59,245.578651,225.1,,,,,,
,,,,,2117,242.62,245.6378834,225.13,,,,,,
,,,,,2117.5,242.62,245.6971871,225.19,,,,,,
,,,,,2118,242.66,245.7562579,225.25,,,,,,
,,,,,2118.5,242.7,245.8156049,225.3,,,,,,
,,,,,2119,242.75,245.874804,225.3,,,,,,
,,,,,2119.5,242.8,245.9340393,225.34,,,,,,
,,,,,2120,242.85,245.9932992,225.4,,,,,,
,,,,,2120.5,242.92,246.0524612,225.46,,,,,,
,,,,,2121,242.99,246.1118111,225.49,,,,,,
,,,,,2121.5,243.05,246.1709663,225.55,,,,,,
,,,,,2122,243.1,246.2301368,225.6,,,,,,
,,,,,2122.5,243.13,246.2894881,225.61,,,,,,
,,,,,2123,243.12,246.3486739,225.62,,,,,,
,,,,,2123.5,243.12,246.4079589,225.6,,,,,,
,,,,,2124,243.13,246.4671379,225.63,,,,,,
,,,,,2124.5,243.16,246.526311,225.64,,,,,,
,,,,,2125,243.18,246.5856863,225.66,,,,,,
,,,,,2125.5,243.21,246.6448283,225.69,,,,,,
,,,,,2126,243.24,246.7040481,225.82,,,,,,
,,,,,2126.5,243.34,246.7633188,225.92,,,,,,
,,,,,2127,243.45,246.8224265,226,,,,,,
,,,,,2127.5,243.56,246.881826,226.12,,,,,,
,,,,,2128,243.7,246.940992,226.23,,,,,,
,,,,,2128.5,243.84,247.0002142,226.34,,,,,,
,,,,,2129,243.94,247.0595455,226.41,,,,,,
,,,,,2129.5,244.08,247.1186066,226.5,,,,,,
,,,,,2130,244.16,247.1779434,226.57,,,,,,
,,,,,2130.5,244.24,247.2372015,226.63,,,,,,
,,,,,2131,244.31,247.2964258,226.71,,,,,,
,,,,,2131.5,244.35,247.3556771,226.73,,,,,,
,,,,,2132,244.39,247.4147624,226.76,,,,,,
,,,,,2132.5,244.44,247.4741694,226.81,,,,,,
,,,,,2133,244.5,247.5333158,226.87,,,,,,
,,,,,2133.5,244.57,247.5925422,226.94,,,,,,
,,,,,2134,244.63,247.6518179,227.04,,,,,,
,,,,,2134.5,244.72,247.7109955,227.09,,,,,,
,,,,,2135,244.74,247.7703365,227.15,,,,,,
,,,,,2135.5,244.8,247.8295074,227.21,,,,,,
,,,,,2136,244.87,247.8886675,227.25,,,,,,
,,,,,2136.5,244.96,247.9480359,227.33,,,,,,
,,,,,2137,245.04,248.00717,227.4,,,,,,
,,,,,2137.5,245.09,248.0664447,227.45,,,,,,
,,,,,2138,245.14,248.1257083,227.49,,,,,,
,,,,,2138.5,245.18,248.1848019,227.52,,,,,,
,,,,,2139,245.22,248.2441951,227.57,,,,,,
,,,,,2139.5,245.25,248.3033538,227.6,,,,,,
,,,,,2140,245.3,248.3625619,227.65,,,,,,
,,,,,2140.5,245.36,248.4218503,227.7,,,,,,
,,,,,2141,245.41,248.4810135,227.77,,,,,,
,,,,,2141.5,245.47,248.5403634,227.82,,,,,,
,,,,,2142,245.53,248.5994786,227.88,,,,,,
,,,,,2142.5,245.6,248.6586881,227.95,,,,,,
,,,,,2143,245.6,248.7180698,228,,,,,,
,,,,,2143.5,245.66,248.7180698,228,,,,,,
,,,,,2144,245.73,248.7180698,228.06,,,,,,
,,,,,2144.5,245.8,248.7180698,228.13,,,,,,
,,,,,2145,245.87,248.7180698,228.19,,,,,,
,,,,,2145.5,245.9,248.7180698,228.22,,,,,,
,,,,,2146,245.92,248.7180698,228.25,,,,,,
,,,,,2146.5,245.94,248.7180698,228.26,,,,,,
,,,,,2147,245.93,248.7180698,228.26,,,,,,
,,,,,2147.5,245.92,248.7180698,228.25,,,,,,
,,,,,2148,245.91,248.7180698,228.26,,,,,,
,,,,,2148.5,245.91,248.7180698,228.26,,,,,,
,,,,,2149,245.9,248.7180698,228.27,,,,,,
,,,,,2149.5,245.9,248.7180698,228.27,,,,,,
,,,,,2150,245.9,248.7180698,228.27,,,,,,
,,,,,2150.5,245.9,248.7180698,228.27,,,,,,
,,,,,2151,245.88,248.7180698,228.25,,,,,,
,,,,,2151.5,245.88,248.7180698,228.25,,,,,,
,,,,,2152,245.87,248.7180698,228.26,,,,,,
,,,,,2152.5,245.88,248.7180698,228.27,,,,,,
,,,,,2153,245.9,248.7180698,228.27,,,,,,
,,,,,2153.5,245.91,248.7180698,228.28,,,,,,
,,,,,2154,245.93,248.7180698,228.29,,,,,,
,,,,,2154.5,245.93,248.7180698,228.27,,,,,,
,,,,,2155,245.93,248.7180698,228.26,,,,,,
,,,,,2155.5,245.9,248.7180698,228.24,,,,,,
,,,,,2156,245.9,248.7180698,228.24,,,,,,
,,,,,2156.5,245.92,248.7180698,228.26,,,,,,
,,,,,2157,245.93,248.7180698,228.27,,,,,,
,,,,,2157.5,245.94,248.7180698,228.27,,,,,,
,,,,,2158,245.96,248.7180698,228.28,,,,,,
,,,,,2158.5,245.96,248.7180698,228.26,,,,,,
,,,,,2159,245.93,248.7180698,228.26,,,,,,
,,,,,2159.5,245.91,248.7180698,228.25,,,,,,
,,,,,2160,245.91,248.7180698,228.26,,,,,,
,,,,,2160.5,245.93,248.7180698,228.28,,,,,,
,,,,,2161,245.94,248.7180698,228.28,,,,,,
,,,,,2161.5,245.95,248.7180698,228.29,,,,,,
,,,,,2162,245.95,248.7180698,228.29,,,,,,
,,,,,2162.5,245.95,248.7180698,228.26,,,,,,
,,,,,2163,245.92,248.7180698,228.24,,,,,,
,,,,,2163.5,245.9,248.7180698,228.26,,,,,,
,,,,,2164,245.92,248.7180698,228.27,,,,,,
,,,,,2164.5,245.94,248.7180698,228.28,,,,,,
,,,,,2165,245.95,248.7180698,228.3,,,,,,
,,,,,2165.5,245.95,248.7180698,228.3,,,,,,
,,,,,2166,245.96,248.7180698,228.3,,,,,,
,,,,,2166.5,245.95,248.7180698,228.29,,,,,,
,,,,,2167,245.94,248.7180698,228.3,,,,,,
,,,,,2167.5,245.93,248.7180698,228.3,,,,,,
,,,,,2168,245.94,248.7180698,228.31,,,,,,
,,,,,2168.5,245.95,248.7180698,228.29,,,,,,
,,,,,2169,245.96,248.7180698,228.3,,,,,,
,,,,,2169.5,245.97,248.7180698,228.31,,,,,,
,,,,,2170,245.98,248.7180698,228.31,,,,,,
,,,,,2170.5,245.99,248.7180698,228.31,,,,,,
,,,,,2171,245.99,248.7180698,228.32,,,,,,
,,,,,2171.5,246.01,248.7180698,228.33,,,,,,
,,,,,2172,246.02,248.7180698,228.33,,,,,,
,,,,,2172.5,246.04,248.7180698,228.35,,,,,,
,,,,,2173,246.07,248.7180698,228.36,,,,,,
,,,,,2173.5,246.08,248.7180698,228.37,,,,,,
,,,,,2174,246.07,248.7180698,228.36,,,,,,
,,,,,2174.5,246.07,248.7180698,228.37,,,,,,
,,,,,2175,246.06,248.7180698,228.36,,,,,,
,,,,,2175.5,246.06,248.7180698,228.36,,,,,,
,,,,,2176,246.05,248.7180698,228.35,,,,,,
,,,,,2176.5,246.04,248.7180698,228.33,,,,,,
,,,,,2177,246.04,248.7180698,228.31,,,,,,
,,,,,2177.5,246.03,248.7180698,228.31,,,,,,
,,,,,2178,246.02,248.7180698,228.31,,,,,,
,,,,,2178.5,246.01,248.7180698,228.31,,,,,,
,,,,,2179,246.01,248.7180698,228.31,,,,,,
,,,,,2179.5,246.01,248.7180698,228.31,,,,,,
,,,,,2180,246.01,248.7180698,228.29,,,,,,
,,,,,2180.5,246.01,248.7180698,228.3,,,,,,
,,,,,2181,246.01,248.7180698,228.31,,,,,,
,,,,,2181.5,246.01,248.7180698,228.32,,,,,,
,,,,,2182,246.02,248.7180698,228.33,,,,,,
,,,,,2182.5,246.04,248.7180698,228.36,,,,,,
,,,,,2183,246.04,248.7180698,228.36,,,,,,
,,,,,2183.5,246.03,248.7180698,228.36,,,,,,
,,,,,2184,246.03,248.7180698,228.36,,,,,,
,,,,,2184.5,246.04,248.7180698,228.36,,,,,,
,,,,,2185,246.04,248.7180698,228.35,,,,,,
,,,,,2185.5,246.04,248.7180698,228.35,,,,,,
,,,,,2186,246.05,248.7180698,228.35,,,,,,
,,,,,2186.5,246.05,248.7180698,228.35,,,,,,
,,,,,2187,246.04,248.7180698,228.35,,,,,,
,,,,,2187.5,246.03,248.7180698,228.34,,,,,,
,,,,,2188,246.03,248.7180698,228.34,,,,,,
,,,,,2188.5,246.04,248.7180698,228.34,,,,,,
,,,,,2189,246.04,248.7180698,228.34,,,,,,
,,,,,2189.5,246.04,248.7180698,228.35,,,,,,
,,,,,2190,246.04,248.7180698,228.34,,,,,,
,,,,,2190.5,246.03,248.7180698,228.35,,,,,,
,,,,,2191,246.03,248.7180698,228.35,,,,,,
,,,,,2191.5,246.02,248.7180698,228.33,,,,,,
,,,,,2192,246.02,248.7180698,228.32,,,,,,
,,,,,2192.5,246.01,248.7180698,228.32,,,,,,
,,,,,2193,246.01,248.7180698,228.3,,,,,,
,,,,,2193.5,246,248.7180698,228.3,,,,,,
,,,,,2194,246,248.7180698,228.29,,,,,,
,,,,,2194.5,246,248.7180698,228.29,,,,,,
,,,,,2195,246,248.7180698,228.3,,,,,,
,,,,,2195.5,246.1,248.7180698,228.3,,,,,,
,,,,,2196,246.1,248.7180698,228.3,,,,,,
,,,,,2196.5,246.1,248.7180698,228.31,,,,,,
,,,,,2197,246.11,248.7180698,228.32,,,,,,
,,,,,2197.5,246.13,248.7180698,228.33,,,,,,
,,,,,2198,246.12,248.7180698,228.35,,,,,,
,,,,,2198.5,246.12,248.7180698,228.34,,,,,,
,,,,,2199,246.12,248.7180698,228.34,,,,,,
,,,,,2199.5,246.12,248.7180698,228.34,,,,,,
,,,,,2200,246.12,248.7180698,228.34,,,,,,
,,,,,2200.5,246.12,248.7180698,228.33,,,,,,
,,,,,2201,246.12,248.7180698,228.32,,,,,,
,,,,,2201.5,246.11,248.7180698,228.32,,,,,,
,,,,,2202,246.1,248.7180698,228.33,,,,,,
,,,,,2202.5,246.1,248.7180698,228.32,,,,,,
,,,,,2203,246.09,248.7180698,228.3,,,,,,
,,,,,2203.5,246.1,248.7180698,228.31,,,,,,
,,,,,2204,246.1,248.7180698,228.31,,,,,,
,,,,,2204.5,246.1,248.7180698,228.32,,,,,,
,,,,,2205,246.09,248.7180698,228.32,,,,,,
,,,,,2205.5,246.09,248.7180698,228.32,,,,,,
,,,,,2206,246.08,248.7180698,228.33,,,,,,
,,,,,2206.5,246.08,248.7180698,228.32,,,,,,
,,,,,2207,246.09,248.7180698,228.32,,,,,,
,,,,,2207.5,246.08,248.7180698,228.3,,,,,,
,,,,,2208,246.07,248.7180698,228.29,,,,,,
,,,,,2208.5,246.07,248.7180698,228.28,,,,,,
,,,,,2209,246.06,248.7180698,228.28,,,,,,
,,,,,2209.5,246.06,248.7180698,228.27,,,,,,
,,,,,2210,246.06,248.7180698,228.26,,,,,,
,,,,,2210.5,246.07,248.7180698,228.26,,,,,,
,,,,,2211,246.07,248.7180698,228.24,,,,,,
,,,,,2211.5,246.07,248.7180698,228.25,,,,,,
,,,,,2212,246.07,248.7180698,228.26,,,,,,
,,,,,2212.5,246.08,248.7180698,228.27,,,,,,
,,,,,2213,246.1,248.7180698,228.29,,,,,,
,,,,,2213.5,246.1,248.7180698,228.31,,,,,,
,,,,,2214,246.1,248.7180698,228.3,,,,,,
,,,,,2214.5,246.11,248.7180698,228.29,,,,,,
,,,,,2215,246.1,248.7180698,228.29,,,,,,
,,,,,2215.5,246.1,248.7180698,228.29,,,,,,
,,,,,2216,246.1,248.7180698,228.29,,,,,,
,,,,,2216.5,246.1,248.7180698,228.29,,,,,,
,,,,,2217,246.09,248.7180698,228.28,,,,,,
,,,,,2217.5,246.07,248.7180698,228.26,,,,,,
,,,,,2218,246.05,248.7180698,228.22,,,,,,
,,,,,2218.5,246.03,248.7180698,228.21,,,,,,
,,,,,2219,246.02,248.7180698,228.22,,,,,,
,,,,,2219.5,246.01,248.7180698,228.23,,,,,,
,,,,,2220,246.01,248.7180698,228.23,,,,,,
,,,,,2220.5,246.01,248.7180698,228.23,,,,,,
,,,,,2221,246.01,248.7180698,228.23,,,,,,
,,,,,2221.5,246,248.7180698,228.2,,,,,,
,,,,,2222,245.98,248.7180698,228.2,,,,,,
,,,,,2222.5,245.98,248.7180698,228.21,,,,,,
,,,,,2223,245.99,248.7180698,228.22,,,,,,
,,,,,2223.5,246.01,248.7180698,228.23,,,,,,
,,,,,2224,246.01,248.7180698,228.23,,,,,,
,,,,,2224.5,246.02,248.7180698,228.24,,,,,,
,,,,,2225,246.01,248.7180698,228.21,,,,,,
,,,,,2225.5,245.99,248.7180698,228.19,,,,,,
,,,,,2226,245.95,248.7180698,228.16,,,,,,
,,,,,2226.5,245.94,248.7180698,228.15,,,,,,
,,,,,2227,245.92,248.7180698,228.13,,,,,,
,,,,,2227.5,245.92,248.7180698,228.11,,,,,,
,,,,,2228,245.91,248.7180698,228.1,,,,,,
,,,,,2228.5,245.9,248.7180698,228.08,,,,,,
,,,,,2229,245.88,248.7180698,228.08,,,,,,
,,,,,2229.5,245.87,248.7180698,228.08,,,,,,
,,,,,2230,245.87,248.7180698,228.09,,,,,,
,,,,,2230.5,245.88,248.7180698,228.12,,,,,,
,,,,,2231,245.9,248.7180698,228.14,,,,,,
,,,,,2231.5,245.93,248.7180698,228.14,,,,,,
,,,,,2232,245.94,248.7180698,228.16,,,,,,
,,,,,2232.5,245.96,248.7180698,228.18,,,,,,
,,,,,2233,245.97,248.7180698,228.19,,,,,,
,,,,,2233.5,245.98,248.7180698,228.21,,,,,,
,,,,,2234,246,248.7180698,228.23,,,,,,
,,,,,2234.5,246.01,248.7180698,228.23,,,,,,
,,,,,2235,246.02,248.7180698,228.23,,,,,,
,,,,,2235.5,246,248.7180698,228.21,,,,,,
,,,,,2236,245.98,248.7180698,228.19,,,,,,
,,,,,2236.5,245.98,248.7180698,228.19,,,,,,
,,,,,2237,246,248.7180698,228.2,,,,,,
,,,,,2237.5,246.01,248.7180698,228.22,,,,,,
,,,,,2238,246.02,248.7180698,228.22,,,,,,
,,,,,2238.5,246.02,248.7180698,228.23,,,,,,
,,,,,2239,246.02,248.7180698,228.21,,,,,,
,,,,,2239.5,245.99,248.7180698,228.19,,,,,,
,,,,,2240,245.96,248.7180698,228.18,,,,,,
,,,,,2240.5,245.95,248.7180698,228.17,,,,,,
,,,,,2241,245.93,248.7180698,228.15,,,,,,
,,,,,2241.5,245.9,248.7180698,228.11,,,,,,
,,,,,2242,245.83,248.7180698,228.05,,,,,,
,,,,,2242.5,245.75,248.7180698,227.99,,,,,,
,,,,,2243,245.69,248.7180698,227.95,,,,,,
,,,,,2243.5,245.64,248.7180698,227.88,,,,,,
,,,,,2244,245.61,248.7180698,227.87,,,,,,
,,,,,2244.5,245.61,248.7180698,227.88,,,,,,
,,,,,2245,245.61,248.7180698,227.88,,,,,,
,,,,,2245.5,245.62,248.7180698,227.91,,,,,,
,,,,,2246,245.66,248.7180698,227.94,,,,,,
,,,,,2246.5,245.69,248.7180698,228.04,,,,,,
,,,,,2247,245.77,248.7180698,228.11,,,,,,
,,,,,2247.5,245.86,248.7180698,228.18,,,,,,
,,,,,2248,245.93,248.7180698,228.23,,,,,,
,,,,,2248.5,245.97,248.7180698,228.26,,,,,,
,,,,,2249,246.02,248.7180698,228.29,,,,,,
,,,,,2249.5,246.06,248.7180698,228.31,,,,,,
,,,,,2250,246.09,248.7180698,228.33,,,,,,
,,,,,2250.5,246.11,248.7180698,228.34,,,,,,
,,,,,2251,246.12,248.7180698,228.35,,,,,,
,,,,,2251.5,246.12,248.7180698,228.34,,,,,,
,,,,,2252,246.13,248.7180698,228.35,,,,,,
,,,,,2252.5,246.12,248.7180698,228.33,,,,,,
,,,,,2253,246.12,248.7180698,228.33,,,,,,
,,,,,2253.5,246.11,248.7180698,228.33,,,,,,
,,,,,2254,246.11,248.7180698,228.32,,,,,,
,,,,,2254.5,246.1,248.7180698,228.32,,,,,,
,,,,,2255,246.09,248.7180698,228.3,,,,,,
,,,,,2255.5,246.09,248.7180698,228.3,,,,,,
,,,,,2256,246.05,248.7180698,228.31,,,,,,
,,,,,2256.5,246.06,248.7180698,228.31,,,,,,
,,,,,2257,246.06,248.7180698,228.31,,,,,,
,,,,,2257.5,246.07,248.7180698,228.3,,,,,,
,,,,,2258,246.08,248.7180698,228.31,,,,,,
,,,,,2258.5,246.09,248.7180698,228.31,,,,,,
,,,,,2259,246.1,248.7180698,228.31,,,,,,
,,,,,2259.5,246.11,248.7180698,228.31,,,,,,
,,,,,2260,246.12,248.7180698,228.33,,,,,,
,,,,,2260.5,246.12,248.7180698,228.34,,,,,,
,,,,,2261,246.12,248.7180698,228.34,,,,,,
,,,,,2261.5,246.11,248.7180698,228.33,,,,,,
,,,,,2262,246.11,248.7180698,228.34,,,,,,
,,,,,2262.5,246.11,248.7180698,228.34,,,,,,
,,,,,2263,246.11,248.7180698,228.34,,,,,,
,,,,,2263.5,246.11,248.7180698,228.34,,,,,,
,,,,,2264,246.11,248.7180698,228.35,,,,,,
,,,,,2264.5,246.11,248.7180698,228.34,,,,,,
,,,,,2265,246.11,248.7180698,228.34,,,,,,
,,,,,2265.5,246.11,248.7180698,228.34,,,,,,
,,,,,2266,246.12,248.7180698,228.35,,,,,,
,,,,,2266.5,246.12,248.7180698,228.35,,,,,,
,,,,,2267,246.12,248.7180698,228.36,,,,,,
,,,,,2267.5,246.12,248.7180698,228.35,,,,,,
,,,,,2268,246.11,248.7180698,228.34,,,,,,
,,,,,2268.5,246.11,248.7180698,228.35,,,,,,
,,,,,2269,246.1,248.7180698,228.34,,,,,,
,,,,,2269.5,246.08,248.7180698,228.32,,,,,,
,,,,,2270,246.07,248.7180698,228.31,,,,,,
,,,,,2270.5,246.07,248.7180698,228.31,,,,,,
,,,,,2271,246.07,248.7180698,228.3,,,,,,
,,,,,2271.5,246.07,248.7180698,228.3,,,,,,
,,,,,2272,246.08,248.7180698,228.29,,,,,,
,,,,,2272.5,246.08,248.7180698,228.3,,,,,,
,,,,,2273,246.09,248.7180698,228.3,,,,,,
,,,,,2273.5,246.1,248.7180698,228.31,,,,,,
,,,,,2274,246.11,248.7180698,228.33,,,,,,
,,,,,2274.5,246.13,248.7180698,228.36,,,,,,
,,,,,2275,246.14,248.7180698,228.36,,,,,,
,,,,,2275.5,246.14,248.7180698,228.35,,,,,,
,,,,,2276,246.14,248.7180698,228.35,,,,,,
,,,,,2276.5,246.13,248.7180698,228.34,,,,,,
,,,,,2277,246.13,248.7180698,228.34,,,,,,
,,,,,2277.5,246.13,248.7180698,228.34,,,,,,
,,,,,2278,246.13,248.7180698,228.34,,,,,,
,,,,,2278.5,246.13,248.7180698,228.35,,,,,,
,,,,,2279,246.12,248.7180698,228.34,,,,,,
,,,,,2279.5,246.11,248.7180698,228.34,,,,,,
,,,,,2280,246.1,248.7180698,228.33,,,,,,
,,,,,2280.5,246.1,248.7180698,228.32,,,,,,
,,,,,2281,246.1,248.7180698,228.33,,,,,,
,,,,,2281.5,246.1,248.7180698,228.34,,,,,,
,,,,,2282,246.09,248.7180698,228.34,,,,,,
,,,,,2282.5,246.09,248.7180698,228.36,,,,,,
,,,,,2283,246.08,248.7180698,228.34,,,,,,
,,,,,2283.5,246.07,248.7180698,228.33,,,,,,
,,,,,2284,246.06,248.7180698,228.31,,,,,,
,,,,,2284.5,246.05,248.7180698,228.31,,,,,,
,,,,,2285,246.04,248.7180698,228.3,,,,,,
,,,,,2285.5,246.04,248.7180698,228.3,,,,,,
,,,,,2286,246.04,248.7180698,228.3,,,,,,
,,,,,2286.5,246.04,248.7180698,228.28,,,,,,
,,,,,2287,246.05,248.7180698,228.28,,,,,,
,,,,,2287.5,246.05,248.7180698,228.26,,,,,,
,,,,,2288,246.06,248.7180698,228.28,,,,,,
,,,,,2288.5,246.06,248.7180698,228.3,,,,,,
,,,,,2289,246.07,248.7180698,228.3,,,,,,
,,,,,2289.5,246.08,248.7180698,228.32,,,,,,
,,,,,2290,246.09,248.7180698,228.35,,,,,,
,,,,,2290.5,246.1,248.7180698,228.36,,,,,,
,,,,,2291,246.09,248.7180698,228.36,,,,,,
,,,,,2291.5,246.08,248.7180698,228.36,,,,,,
,,,,,2292,246.08,248.7180698,228.35,,,,,,
,,,,,2292.5,246.08,248.7180698,228.36,,,,,,
,,,,,2293,246.09,248.7180698,228.36,,,,,,
,,,,,2293.5,246.09,248.7180698,228.35,,,,,,
,,,,,2294,246.1,248.7180698,228.37,,,,,,
,,,,,2294.5,246.1,248.7180698,228.36,,,,,,
,,,,,2295,246.1,248.7180698,228.33,,,,,,
,,,,,2295.5,246.09,248.7180698,228.34,,,,,,
,,,,,2296,246.09,248.7180698,228.33,,,,,,
,,,,,2296.5,246.08,248.7180698,228.33,,,,,,
,,,,,2297,246.08,248.7180698,228.31,,,,,,
,,,,,2297.5,246.07,248.7180698,228.3,,,,,,
,,,,,2298,246.08,248.7180698,228.3,,,,,,
,,,,,2298.5,246.07,248.7180698,228.3,,,,,,
,,,,,2299,246.08,248.7180698,228.27,,,,,,
,,,,,2299.5,246.08,248.7180698,228.28,,,,,,
,,,,,2300,246.08,248.7180698,228.28,,,,,,
,,,,,2300.5,246.09,248.7180698,228.28,,,,,,
,,,,,2301,246.1,248.7180698,228.29,,,,,,
,,,,,2301.5,246.12,248.7180698,228.3,,,,,,
,,,,,2302,246.12,248.7180698,228.31,,,,,,
,,,,,2302.5,246.11,248.7180698,228.3,,,,,,
